index,source,target,relation,relation_label,source_label,target_label,source_type,target_type,relation_uri
166,PL20_Exec1,PolicyExecution,actType,행위유형,정책20_갑오년이후허가후서원건립및임의추향금지위반시훼철치죄1,정책시행,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
167,PL21_Exec1,PolicyExecution,actType,행위유형,정책21_원장설치및태강실시,정책시행,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
168,PL2_Exec1,PolicyExecution,actType,행위유형,정책2_서원정원책정1,정책시행,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
169,PL2_Exec2,PolicyExecution,actType,행위유형,정책2_서원정원책정2,정책시행,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
170,PL2_Exec3,PolicyExecution,actType,행위유형,정책2_서원정원책정3,정책시행,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
171,PL2_Exec4,PolicyExecution,actType,행위유형,정책2_서원정원책정4,정책시행,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
172,PL2_Exec5,PolicyExecution,actType,행위유형,정책2_서원정원책정5,정책시행,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
173,PL2_Exec6,PolicyExecution,actType,행위유형,정책2_서원정원책정6,정책시행,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
174,PL3_Exec1,PolicyExecution,actType,행위유형,정책3_원생교적등록및고강시행1,정책시행,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
175,PL4_Exec1,PolicyExecution,actType,행위유형,정책4_서검재설치1,정책시행,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
176,PL5_Exec1,PolicyExecution,actType,행위유형,정책5_양정모입통제1,정책시행,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
177,PL5_Exec2,PolicyExecution,actType,행위유형,정책5_양정모입통제2,정책시행,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
178,PL6_Exec1,PolicyExecution,actType,행위유형,정책6_노비지원1,정책시행,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
179,PL7_Exec1,PolicyExecution,actType,행위유형,정책7_첩설금지1,정책시행,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
180,PL7_Exec2,PolicyExecution,actType,행위유형,정책7_첩설금지2,정책시행,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
181,PL7_Exec3,PolicyExecution,actType,행위유형,정책7_첩설금지3,정책시행,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
182,PL8_Exec1,PolicyExecution,actType,행위유형,정책8_서원건립사액일체금지1,정책시행,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
183,PL9_Exec1,PolicyExecution,actType,행위유형,정책9_교생모입금지1,정책시행,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
184,RD101_Pet1,RoyalDesignationPetition,actType,행위유형,청액101_청원1,청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
185,RD101_Pet2,RoyalDesignationPetition,actType,행위유형,청액101_청원2,청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
186,RD101_Pet3,RoyalDesignationPetition,actType,행위유형,청액101_청원3,청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
187,RD102_Pet1,RoyalDesignationPetition,actType,행위유형,청액102_청원1,청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
188,RD103_Pet1,RoyalDesignationPetition,actType,행위유형,청액103_청원1,청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
189,RD104_Pet1,RoyalDesignationPetition,actType,행위유형,청액104_청원1,청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
190,RD105_Pet1,RoyalDesignationPetition,actType,행위유형,청액105_청원1,청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
191,RD106_Pet1,RoyalDesignationPetition,actType,행위유형,청액106_청원1,청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
192,RD106_Pet2,RoyalDesignationPetition,actType,행위유형,청액106_청원2,청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
193,RD107_Pet1,RoyalDesignationPetition,actType,행위유형,청액107_청원1,청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
194,RD108_Pet1,RoyalDesignationPetition,actType,행위유형,청액108_청원1,청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
195,RD109_Pet1,RoyalDesignationPetition,actType,행위유형,청액109_청원1,청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
196,RD109_Pet2,RoyalDesignationPetition,actType,행위유형,청액109_청원2,청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
197,RD110_Pet1,RoyalDesignationPetition,actType,행위유형,청액110_청원1,청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
198,RD111_Pet1,RoyalDesignationPetition,actType,행위유형,청액111_청원1,청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
199,RD112_Pet1,RoyalDesignationPetition,actType,행위유형,청액112_청원1,청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
200,RD113_Pet1,RoyalDesignationPetition,actType,행위유형,청액113_청원1,청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
201,RD114_Pet1,RoyalDesignationPetition,actType,행위유형,청액114_청원1,청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
202,RD115_Pet1,RoyalDesignationPetition,actType,행위유형,청액115_청원1,청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
203,RD115_Pet1_Review1,RoyalDesignationPetition,actType,행위유형,청액115_청원1(심사1),청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
204,RD115_Pet1_Review2,RoyalDesignationPetition,actType,행위유형,청액115_청원1(심사2),청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
205,RD115_Pet1_Review3,RoyalDesignationPetition,actType,행위유형,청액115_청원1(심사3),청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
206,RD115_Pet1_Review4,RoyalDesignationPetition,actType,행위유형,청액115_청원1(심사4),청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
207,RD116_Pet1,RoyalDesignationPetition,actType,행위유형,청액116_청원1,청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
208,RD117_Pet1,RoyalDesignationPetition,actType,행위유형,청액117_청원1,청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
209,RD118_Pet1,RoyalDesignationPetition,actType,행위유형,청액118_청원1,청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
210,RD11_Pet1,RoyalDesignationPetition,actType,행위유형,청액11_청원1,청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
211,RD120_Pet1,RoyalDesignationPetition,actType,행위유형,청액120_청원1,청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
212,RD121_Pet1,RoyalDesignationPetition,actType,행위유형,청액121_청원1,청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
213,RD122_Pet1,RoyalDesignationPetition,actType,행위유형,청액122_청원1,청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
214,RD123_Pet1,RoyalDesignationPetition,actType,행위유형,청액123_청원1,청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
215,RD124_Pet1,RoyalDesignationPetition,actType,행위유형,청액124_청원1,청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
216,RD125_Pet1,RoyalDesignationPetition,actType,행위유형,청액125_청원1,청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
217,RD126_Pet1,RoyalDesignationPetition,actType,행위유형,청액126_청원1,청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
218,RD128_Pet1,RoyalDesignationPetition,actType,행위유형,청액128_청원1,청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
219,RD129_Pet1,RoyalDesignationPetition,actType,행위유형,청액129_청원1,청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
220,RD12_Pet1,RoyalDesignationPetition,actType,행위유형,청액12_청원1,청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
221,RD130_Pet1,RoyalDesignationPetition,actType,행위유형,청액130_청원1,청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
222,RD131_Pet1,RoyalDesignationPetition,actType,행위유형,청액131_청원1,청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
223,RD132_Pet1,RoyalDesignationPetition,actType,행위유형,청액132_청원1,청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
224,RD133_Pet1,RoyalDesignationPetition,actType,행위유형,청액133_청원1,청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
225,RD134_Pet1,RoyalDesignationPetition,actType,행위유형,청액134_청원1,청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
226,RD135_Pet1,RoyalDesignationPetition,actType,행위유형,청액135_청원1,청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
227,RD136_Pet1,RoyalDesignationPetition,actType,행위유형,청액136_청원1,청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
228,RD137_Pet1,RoyalDesignationPetition,actType,행위유형,청액137_청원1,청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
229,RD138_Pet1,RoyalDesignationPetition,actType,행위유형,청액138_청원1,청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
230,RD13_Pet1,RoyalDesignationPetition,actType,행위유형,청액13_청원1,청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
231,RD140_Pet1,RoyalDesignationPetition,actType,행위유형,청액140_청원1,청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
232,RD141_Pet1,RoyalDesignationPetition,actType,행위유형,청액141_청원1,청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
233,RD142_Pet1,RoyalDesignationPetition,actType,행위유형,청액142_청원1,청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
234,RD143_Pet1,RoyalDesignationPetition,actType,행위유형,청액143_청원1,청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
235,RD144_Pet1,RoyalDesignationPetition,actType,행위유형,청액144_청원1,청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
236,RD145_Pet1,RoyalDesignationPetition,actType,행위유형,청액145_청원1,청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
237,RD146_Pet1,RoyalDesignationPetition,actType,행위유형,청액146_청원1,청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
238,RD147_Pet1,RoyalDesignationPetition,actType,행위유형,청액147_청원1,청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
239,RD148_Pet1,RoyalDesignationPetition,actType,행위유형,청액148_청원1,청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
240,RD149_Pet1,RoyalDesignationPetition,actType,행위유형,청액149_청원1,청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
241,RD14_Pet1,RoyalDesignationPetition,actType,행위유형,청액14_청원1,청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
242,RD14_Pet2,RoyalDesignationPetition,actType,행위유형,청액14_청원2,청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
243,RD150_Pet1,RoyalDesignationPetition,actType,행위유형,청액150_청원1,청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
244,RD151_Pet1,RoyalDesignationPetition,actType,행위유형,청액151_청원1,청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
245,RD152_Pet1,RoyalDesignationPetition,actType,행위유형,청액152_청원1,청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
246,RD153_Pet1,RoyalDesignationPetition,actType,행위유형,청액153_청원1,청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
247,RD154_Pet1,RoyalDesignationPetition,actType,행위유형,청액154_청원1,청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
248,RD154_Pet1_Review1,RoyalDesignationPetition,actType,행위유형,청액154_청원1(심사1),청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
249,RD155_Pet1,RoyalDesignationPetition,actType,행위유형,청액155_청원1,청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
250,RD156_Pet1,RoyalDesignationPetition,actType,행위유형,청액156_청원1,청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
251,RD157_Pet1,RoyalDesignationPetition,actType,행위유형,청액157_청원1,청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
252,RD158_Pet1,RoyalDesignationPetition,actType,행위유형,청액158_청원1,청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
253,RD159_Pet1,RoyalDesignationPetition,actType,행위유형,청액159_청원1,청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
254,RD159_Pet2,RoyalDesignationPetition,actType,행위유형,청액159_청원2,청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
255,RD15_Pet1,RoyalDesignationPetition,actType,행위유형,청액15_청원1,청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
256,RD15_Pet2,RoyalDesignationPetition,actType,행위유형,청액15_청원2,청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
257,RD15_Pet3,RoyalDesignationPetition,actType,행위유형,청액15_청원3,청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
258,RD160_Pet1,RoyalDesignationPetition,actType,행위유형,청액160_청원1,청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
259,RD161_Pet1,RoyalDesignationPetition,actType,행위유형,청액161_청원1,청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
260,RD162_Pet1,RoyalDesignationPetition,actType,행위유형,청액162_청원1,청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
261,RD163_Pet1,RoyalDesignationPetition,actType,행위유형,청액163_청원1,청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
262,RD163_Pet1_Review1,RoyalDesignationPetition,actType,행위유형,청액163_청원1(심사1),청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
263,RD164_Pet1,RoyalDesignationPetition,actType,행위유형,청액164_청원1,청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
264,RD164_Pet2,RoyalDesignationPetition,actType,행위유형,청액164_청원2,청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
265,RD165_Pet1,RoyalDesignationPetition,actType,행위유형,청액165_청원1,청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
266,RD166_Pet1,RoyalDesignationPetition,actType,행위유형,청액166_청원1,청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
267,RD166_Pet2,RoyalDesignationPetition,actType,행위유형,청액166_청원2,청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
268,RD167_Pet1,RoyalDesignationPetition,actType,행위유형,청액167_청원1,청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
269,RD168_Pet1,RoyalDesignationPetition,actType,행위유형,청액168_청원1,청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
270,RD169_Pet1,RoyalDesignationPetition,actType,행위유형,청액169_청원1,청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
271,RD16_Pet1,RoyalDesignationPetition,actType,행위유형,청액16_청원1,청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
272,RD170_Pet1,RoyalDesignationPetition,actType,행위유형,청액170_청원1,청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
273,RD171_Pet1,RoyalDesignationPetition,actType,행위유형,청액171_청원1,청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
274,RD172_Pet1,RoyalDesignationPetition,actType,행위유형,청액172_청원1,청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
275,RD173_Pet1,RoyalDesignationPetition,actType,행위유형,청액173_청원1,청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
276,RD174_Pet1,RoyalDesignationPetition,actType,행위유형,청액174_청원1,청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
277,RD175_Pet1,RoyalDesignationPetition,actType,행위유형,청액175_청원1,청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
278,RD176_Pet1,RoyalDesignationPetition,actType,행위유형,청액176_청원1,청액청원,Act,Concept,http://dh.aks.ac.kr/ontologies/seowondeungrok#actType
