id,label,type,originalText
doc_16561118a,문건16561118a,Document,江華留守益興君洪重普狀啓內本府進士具昌徵等五 十餘人呈文內竊念 國家不幸有危急存亡之會則體 乾行巽以圖全安不得已之權也捨生殉節以植綱常者 不可反之經也權也者秪以延一時之國命經也者所以厚萬 世之國脈有國者固不當視殉節於行巽之下而不盡其 旌別之道也曩在丙子之亂士大夫之殉節於江都者亦多矣 當時慕義之士共倡立祠之議首擧其表表著顯者七人序 其位牌而春秋享祀之蓋所以培植忠貞昭揭義烈使天 下後世知 聖朝三百年培養節義之效如彼其炳朗也江 都之立此祠擧 國無不知之乃至明載其說於 仁祖大 王誌文則忠烈祠三字將被 聖德光輝而永傳於億萬 代矣其爲死者之榮孰大焉然而尙未有該曹 啓請賜 額之擧則在本朝崇奬節義昭示後世之意終有歉然者此 民等所以不謀而同辭陳列者也將一境士民公共之請 啓 聞于 朝廷俾蒙扁額之賜以光賢祠以彰懿行以慰九原 之忠魂以勵八路之義氣則其爲有光於明時有辭於他日 也夫豈淺淺乎哉噫忠臣烈士雖在異代古昔聖后靡不 崇表矧乎生此王國死於國難者乎理之所當爲義之不可 已者若諉於初不卽擧而終莫之告則民等身居玆土以儒 爲名終不得辭其責於後人而其在東方禮義之俗 聖朝 旌褒之典俱未免欠缺焉云云爲白有在果本府經亂後島 中士民爲節死臣領議政金尙容立祠爲白遣以判書臣李 尙吉都正臣沈誢正臣李時稷南陽府使臣尹棨主簿臣 宋時榮本府千摠臣具元一陪享春秋饗祀爲白乎矣 尙無自朝廷賜額之擧是白乎等以島中之人以爲欠典是 如有此呈文欲爲轉達不敢留置緣由馳 啓爲白臥乎事 曹 啓目粘連 啓下是白有亦 國家之於江都死事之諸 臣旣已贈官旌閭錄用其子孫則崇奬節義之典靡所不 擧而獨未蒙賜額之恩者以其前此未有上聞故也壬辰以 後表表死節如宋象賢趙憲高敬命金千鎰近來洪命 耈等祠宇皆已賜額是白在如中今此故相臣金尙容祠 宇似當一體施行是白乎矣事係褒尙重典自下不敢擅 便 上裁何如順治十三年十一月二十二日同副承旨臣金□次知 啓 依回啓施行爲良如敎 曹 啓目粘連 判下云云同立祠處定額號書送等事令 各該司照例擧行本曹郞廳齎奉 香祝下去祭物精備 致祭設行之意竝爲行移知委何如順治十三年十一月二十四日 同副承旨金次知 啓依允
doc_16561118b,문건16561118b,Document,曹 啓目粘連 啓下是白有亦卒右議政金尙容江華立 祠處賜額致祭事 實錄考出後擧行之意定奪爲白 有如乎今見春秋館 啓辭則同祠宇賜額一款實錄中無 見出處是如爲白有昆依前 啓下公事令藝文館議定 額號致祭等事亦爲照例擧行何如順治十四年九月十 八日同副承旨臣李次知 啓依允
doc_16561118c,문건16561118c,Document,曹 啓目粘連 啓下是白有亦卒右議政金尙容祠宇賜 額致祭等事照例擧行之意覆 啓蒙允爲白有如乎 當初江華留守洪重普狀 啓更爲取考則一時死節爲 爲白在判書李尙吉都正沈誢正李時稷府使尹棨主 簿宋時榮千摠具元一等六人竝爲配享是如爲白有昆 金尙容致祭時亦爲一體擧行何如順治十四年十月二十七日 左承旨臣權次知 啓府使尹棨則非本府地死之人而何以 混同擧論爲旀其時本府中軍黃聖身者以本土之人 亦爲分明死之云而何不擧論乎無乃隨其人之冷煖而 然耶莫重之典決不可如是率爾爲之問更于江華俯處之 宜當爲良如敎
doc_16570103,문건16570103,Document,今正月初三日大臣備局堂上引見時禮曹判書李□所啓 江華死節人故相臣金尙容立廟賜額事 先王朝旣有 恩命載於趙絅所製誌文而李景奭所撰行狀中無此一 款問于本家之人則亦不知之未知其故 上曰果有賜額之 擧則本家豈不知之而該曹亦豈有淹置之理乎領議政 鄭 曰政院丁丑以後日記爲先相考後實錄亦爲考見則 可知矣 上曰依爲之左議政沈所 啓宣廟朝實錄乃奇 自獻所監修而事多失實故臣李植專管撰修而未得 卒業莫重實錄不可以奇自獻之所修仍爲傳後不可不 從速踵成矣 上曰誰當此任領議政鄭曰大提學可以撰 出矣 上曰大提學專管爲之領敦寧府事金□監修 可矣
doc_16570216,문건16570216,Document,全羅道古阜儒生等上疏據曹 啓目粘連 啓下是白 有亦贈吏曹判書宋象賢壬辰死節之狀超出倫 類爀爀在人耳目 國家重加褒崇之典於捨命之所又以忠 烈 賜額則今不容更爲論列至於申浩之死於南原 金俊之死於安州亦皆爲指身而此三臣皆是古阜之人 故本土儒生欲以三人竝享一祠冀得祠額者固出於誠 意而但自前先儒留躅之地一處賜額則未嘗隨處隨 許今此旌褒似當一體施行東萊祠宇旣已賜額則 以申金兩臣竝享之故又此請額是實別樣之擧而事係重大自下不敢擅便 上在何如 啓問于大臣議于大臣則領議政鄭□左議政沈□右議政元□領敦 寧府使事金□延陽府院郡李□以爲宋象賢東萊之祠旣賜額號而古阜之人以 申浩金浚俱出於同鄕爲建新宇欲以三臣竝享一處有此陳請不但爲宋象賢 一人而已則以前已 賜額於東萊之故有所持難亦未知如何事係崇奬節義別 施恩典恐無不可伏惟 上裁綾川府院君具□病不收議大臣之意如此 上裁何如 啓 依議施行
doc_16580317,문건16580317,Document,全南道監司狀 啓故判中樞府事金集曾經本道臨陂縣令是白乎等以臨陂縣儒生等 欲立書院幼學黃有直等七十人聯名呈書曰惟我愼獨齋金先生曾以子賤之琴暫鼓臨 城之月賦歸雖速於淵明後思尙切於何武誰爲吾民無祿斯道靡依丹霄鳳狀 東壁星寒樞衣之禮雖已違於此日祀享之誠猶可及於方來尙賢之化素著於明 時尊師之誠尤激於儒林則豈先生有斯德有斯道而乏斯祀於斯邑乎八千潮陽猶創昌 黎之廟五百潭州尙立晦庵之祠祝乎臨城距先生之鄕百里之內乎玆以生等殫心 竭力鳩材聚工方欲始役而適有朝廷新令各道書院新創處則本道啓 聞後設建事頒降故生等敢以惓惓之誠仰瀆節下伏願啓 聞定奪趁時設 建俾副輿望之事呈書是白置有亦禮曹關內各道新創 書院則啓 聞蒙允後爲之亦爲白乎等以枚擧 馳 啓爲白去乎令該曹定奪分付事據曹回 啓外 方新創之時自其道啓 聞朝家許其可合然後設建 事纔已入 啓定奪爲白有如乎觀此狀 啓則臨陂儒生等 爲故判書臣金集欲立享祀之廟以爲尊師之地是如 爲白有置故臣金集旣負儒林重望似無可議之事依 狀 啓施行之意回移何如 啓依允
doc_16581027a,문건16581027a,Document,忠淸道連山居進士臣尹晢上疏據曹 啓目粘連 啓 下是白有亦文元公金長生道德純備學問淵深其 子故判中樞府事金集早承家訓德成行尊繼爲宗 匹多士尊崇創設書院同堂配享實是斯文之盛擧 數百儒生緘章叫閽願蒙賜額之典當此崇儒重道 之日似當依願施行是白乎矣自前如此重典出於 特 恩非該曹不敢擅便 上裁何如 啓依回 啓施行爲 良如敎
doc_16581027b,문건16581027b,Document,曹 啓目粘連 判下是白有亦額號及敎書令藝文 館製述何如 啓依允 西原進士臣李寅賓 上疏據曹 啓目粘連 啓下是 白有亦先正臣李珥李穡及金淨宋麟壽其他諸 賢或以道德或以節義或以遺逸爲士林之所尊崇 旣建書院同享一堂實是斯文之盛擧而尙闕 賜 額之典是如今此儒生等封章來糾可見其尊慕 之誠似當依紫雲等書院例一體施行是白乎矣莫重 錫號之典非該曹所敢擅便 上裁何如 啓依回啓施行 爲良如敎 曹 啓目粘連 判下是白有亦額號及敎書令藝文館 製述何如 啓依允
doc_16581103,문건16581103,Document,文義進士臣吳憲國 上疏據曹 啓目粘連 啓下是白 有亦近來外方儒生以書院請額事相繼陳疏雖似煩瀆 蓋恃 朝家崇儒重道之擧是白在果故臣宋麟壽之 專精學問樹立名節鄭𥖝天分絶異妙契玄通有功 於風敎爲士林所尊崇旣建祠宇似當有錫號之典是 白乎矣臣曹不敢擅便 上裁何如 啓依回啓施行爲良 如敎 曹 啓目粘連 判下是白有亦額號及敎書乙良令藝 文館製述何如 啓依允
doc_16581211,문건16581211,Document,全州進士李檜齡上疏據曹 啓目粘連 啓下是白有 亦先正臣文元公李彦迪道德旣已配享 文廟更無 容議本州爲之立祠俎豆之奉于今八十餘年尙稽額 號之擧誠爲欠事是如多士陳疏爲白有在果如此重 典非該曹所敢擅便 上裁何如 啓依允 曹 啓目粘連 判下是白有亦敎書及額號令藝 文館製述何如 啓依允
doc_16600219a,문건16600219a,Document,益山幼學李光著上疏據曹 啓目粘連 啓下是白有 亦文元公金長生道德純正學問淵源爲一代儒宗士林 之建祠請額實出於敬慕之美意是白仕果曾在先 朝因多士陳請旣已宣額於連山書院則似不當疊 施 恩典是白乎矣係是崇賢重擧該曹有難擅 便 上裁何如順治十七年二月十九日行都承旨臣趙珩次知 啓旣有疊設之處則不可種種爲之多士之請至此今則 特爲依願施行爲良如敎
doc_16600219b,문건16600219b,Document,居昌儒生李周英上疏據曹 啓目粘連 啓下是白有 亦金宏弼鄭汝昌道德學問爲東方百世之宗師更 無容議鄭蘊之忠節亦是公議之所共推許儒林之 必欲建院揭號出於敬慕之美意是白乎矣兩賢 臣及鄭蘊書院旣已 賜額似不當疊施恩典而事 係崇賢之重擧該曹有難擅便 上裁何如 啓旣 有疊設之處則不可種種爲之多士之請至今則特 爲依願施行爲良如敎
doc_16600229,문건16600229,Document,益山儒生李光著上疏回啓 判付據曹 啓目粘連 判下是白有亦 敎書及額號令藝文館製述何如 啓依允 居昌儒生李周英上疏回啓據曹 啓目粘連判下 是白有亦 敎書及額號令藝文館製術何如 啓 依允
doc_16600306,문건16600306,Document,開城留守南老星書狀內據曹 啓目粘連 啓下是白 有亦觀此南老星狀 啓則文康公徐敬德監司許瞱 左通禮閔純三臣位版竝爲凶人偸去無前罔測之變 不勝驚慘慰安一款何以爲之是如爲白有臥乎所雖 曰 賜額書院而亦與 聖廟不同自本府改造位版擇 日奉安仍行慰安祭似爲宜當是白乎旀作變凶人 乙良令本府多般洞察期於斯得啓 聞後處置之意 竝爲回移何如 啓依允
doc_16600326,문건16600326,Document,開城留守南老星 啓本文康公徐敬德監司許瞱 通禮閔純三臣位版自本府改造臣今月十九日親到 花谷書院奉安爲白遣仍行慰安祭事
doc_16600808,문건16600808,Document,曹 啓目成川地故臣鄭逑曺好益同享書院 賜 額致祭事 啓下矣本曹郞廳當爲下送而此時西路 京官之行貽弊不貲依前例本曹書吏齎持 香祝 額號下送令本道都事設行事行移何如 啓依允
doc_16600916,문건16600916,Document,全南道南原居進士臣張復煥等文孝公盧禛書院 請額事 上疏據曹 啓目粘連 啓下是白有亦 先朝 以來多士之封章請額前後相繼皆 蒙恩典崇儒重 道之意至矣盡矣而至於一賢臣數處書院不當疊 施宣額之典故頃者儒生李光著爲文元公金長生 有所陳請而本曹則旣以此意防啓其後金克一等 三臣書院請額上疏回 啓判付內今則依願施行爲乎 矣此後則不必每每聽從事旣有成命今此文孝公盧 禛書院在於咸陽旣施宣額之典南原祠宇則似不 當又許 宣額而百餘多士如是祈請該曹不敢擅便 上裁何如 啓依遵前旨勿施可也爲良如敎
doc_16601010,문건16601010,Document,黃海監司鄭萬和狀 啓三聖祠桓雄位版粉面書所 非桓字乃檀字今此改題時何以爲之事據曹 啓目 粘連 啓下是白有亦觀此狀 啓三聖祠位版祭官以水浸 濕其粉面細審其字劃則桓雄天王粉面所書非桓 字乃是檀字今此改題時仍舊題而書以檀字爲白乎 喩急速定奪亦爲白有臥乎所位版本以檀字書之 則祝文書以桓字必是中間誤書以致襲謬少無可 疑是白置改題時當依舊題以檀書塡爲白乎旀祝詞 中桓字乙良令大祝改以檀字之意回移何如 啓依允 分付 香室
doc_16610310,문건16610310,Document,曹單子慶尙道淸道地故儒臣金克一正郞金馹孫 正言金大有同享書院 賜額致祭事下去曹郞廳騎 卜馬及色吏所騎馬等依例令兵曹題給何如 啓依 所啓施行爲良如敎
doc_16610605,문건16610605,Document,慶尙道安東寧海儒生臣金學培等上疏內先正臣文 純公李滉建祠於東安以文忠公柳成龍贈參判金誠 一竝爲配食又建祠於寧海屬縣英陽境以金誠一配 食竝 賜宣額事據曹 啓目粘連 啓下是白有亦觀 此生員金學培等疏內辭緣則爲先正臣李滉建祠 於安東以文忠公柳成龍贈參判金誠一竝爲配食又建 祠於寧海屬縣英陽境以金誠一配食而冀蒙竝賜 恩額有此陳疏爲白有在果取考本曹謄錄則因儒生 請額之疏以此後則不可疊施恩典爲敎李滉書院之 在於他色者旣蒙 宣額之典則其在本曹之道似不 當輒請依願而第念先正臣李滉道德之常爲一國 所宗師多士之建祠於其先鄕及曾所往來之處以爲 依歸之地者出於景仰之至誠數百多士千里封章 有此祈請 特宣恩額以副其望固是 聖朝崇儒重 道之盛擧而旣有不可疊施之敎則自下不敢擅便上 裁何如 啓依前受敎施行爲良如敎
doc_16610720,문건16610720,Document,忠州居幼學臣權大時等請額上疏據曹 啓目粘連 啓下是白有亦李耔李延慶金世弼等三臣皆以一時名 臣爲多士所推重建祠已久尙欠 賜額之典今此陳 疏實出於尊慕之美意而 賜額之擧係是重典該 曹不敢擅便上裁何如 啓依允
doc_16611023,문건16611023,Document,忠州居幼學權大時 請額上疏據曹 啓目粘連 啓下 是白有亦頃者本州多士等以李耔李延慶金世弼 盧守愼等四人建祠已久尙欠賜額之意陳疏而本 曹以賜額之擧係是重典該曹不敢擅便覆啓蒙 允矣前後疏辭實出於尊賢之美意而書院賜額 不但重難上年三月分以淸道郡金克一等書院儒 生等陳疏該曹覆 啓判付內今則依願施行爲乎 矣此後則不必每每聽從爲敎今不可輕許依前判付 施行何如 啓依允
doc_16611117a,문건16611117a,Document,弘文館副校理李敏敍上疏據曹 啓目粘連 啓下 是白有亦儒臣目見諸葛祐宇頹圮之狀慨然陳疏 意非偶然是白置當 宣祖大王西幸之日 特命建 祠實曠世盛擧而到今墜廢殊是欠事是白在果 重加修繕崇其祠典以存象賢之義實爲合宜令 本道從便修葺之意移文爲白乎旀 賜額立碑 及官田公隷亦令該道該司次第擧行何如 啓依允
doc_16611117b,문건16611117b,Document,曹 啓目粘連 判下是白有亦向前諸葛祠宇額 號及 敎書竝令藝文館製述何如 啓依允
doc_16620126,문건16620126,Document,今正月二十三日大臣備局堂上引見校理閔維重所 啓 露梁故統制使李舜臣殉節之所也舊有祠宇狹陋 頹圮鄭榏爲統制使時改以新之似當特廟賜額以 爲褒奬節義激勸後人之地而尙未有 朝家恩命南 方人士冀望甚切矣 上曰李舜臣節義尤當褒奬 賜 額等事言于該曹
doc_16620201,문건16620201,Document,平安監司任義伯狀 啓內諸葛祠宇德池筒劃給事 令該曹定奪事據曹 啓目粘連 啓下是白有亦當 此飢歲不可時屈擧嬴預爲料理待秋成營建實合 事宜是如爲白有置依狀 啓施行爲白乎矣立祠之後 模樣 賜額立牌等事所當次第擧行是白乎旀所謂 德池筒折給事乙良令該曹覆 啓施愛何如 啓依 允 移送戶曹
doc_16620205,문건16620205,Document,曹 啓曰去正月二十三日大臣備局堂上引見時校理閔 維重所啓南海露梁故統制使李舜臣殉節之所 也舊有祠宇狹陋頹圮鄭榏爲統制使時改而新之似 當特賜 廟額以爲褒奬節義激勸後人之地而尙未 有 朝家恩命南海人士冀望甚切矣 上曰李舜臣 節義尤當褒奬 賜額等事言于該曹擧行事 傳敎 矣祠宇 額號及 敎書令藝文館急速製述何如傳 曰允
